Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CUBO:Zone Mean Air Temperature [C](TimeStep) 
 05/15  09:28:00,36.8,27.15116253131608 
 05/15  09:29:00,36.8,27.18716252756252 
 05/15  09:30:00,36.8,27.223195017365075 
 05/15  09:31:00,36.8,27.259247236987857 
 05/15  09:32:00,36.9,27.295322308400806 
 05/15  09:33:00,36.9,27.331421421060416 
 05/15  09:34:00,36.9,27.367532274121608 
 05/15  09:35:00,37.0,27.403658371221727 
 05/15  09:36:00,37.0,27.439801167552886 
 05/15  09:37:00,37.0,27.475958598694948 
 05/15  09:38:00,37.0,27.512117204384182 
 05/15  09:39:00,37.1,27.54828081468815 
 05/15  09:40:00,37.1,27.584451737276172 
 05/15  09:41:00,37.1,27.62062876747135 
 05/15  09:42:00,37.1,27.656799132009265 
 05/15  09:43:00,37.2,27.69296716815733 
 05/15  09:44:00,37.2,27.729135526155844 
 05/15  09:45:00,37.2,27.765303218793743 
 05/15  09:46:00,37.2,27.80145760366562 
 05/15  09:47:00,37.3,27.837603112499067 
 05/15  09:48:00,37.3,27.873742473516252 
 05/15  09:49:00,37.3,27.909864723874808 
 05/15  09:50:00,37.3,27.945974547623887 
 05/15  09:51:00,37.4,27.982074446525633 
 05/15  09:52:00,37.4,28.01816332252303 
 05/15  09:53:00,37.4,28.054228583354824 
 05/15  09:54:00,37.4,28.090274825214347 
 05/15  09:55:00,37.4,28.12630500615612 
 05/15  09:56:00,37.5,28.162308470832073 
 05/15  09:57:00,37.5,28.198290227849295 
 05/15  09:58:00,37.5,28.234253048067945 
 05/15  09:59:00,37.5,28.270185939059086 
 05/15  10:00:00,37.6,28.306093582020676 
 05/15  10:01:00,37.6,28.341978528245168 
 05/15  10:02:00,37.6,28.377829717645113 
 05/15  10:03:00,37.6,28.413651859912537 
 05/15  10:04:00,37.6,28.44943757001973 
 05/15  10:05:00,37.6,28.485193259746097 
 05/15  10:06:00,37.7,28.520921877248597 
 05/15  10:07:00,37.7,28.556612325648537 
 05/15  10:08:00,37.7,28.592269154631275 
 05/15  10:09:00,37.7,28.627884753363155 
 05/15  10:10:00,37.7,28.663465153995144 
 05/15  10:11:00,37.7,28.69900283422865 
 05/15  10:12:00,37.7,28.73450353906869 
 05/15  10:13:00,37.8,28.769959479881447 
 05/15  10:14:00,37.8,28.805376133013365 
 05/15  10:15:00,37.8,28.84074539474182 
 05/15  10:16:00,37.8,28.876072379923812 
 05/15  10:17:00,37.8,28.911348759574313 
 05/15  10:18:00,37.8,28.946569540292245 
 05/15  10:19:00,37.8,28.981743782376398 
 05/15  10:20:00,37.8,29.01686475072069 
 05/15  10:21:00,37.9,29.051927557510552 
 05/15  10:22:00,37.9,29.08694080903225 
 05/15  10:23:00,37.9,29.12189719578796 
 05/15  10:24:00,37.9,29.15679127364126 
 05/15  10:25:00,37.9,29.191621143901322 
 05/15  10:26:00,37.9,29.226396634768715 
 05/15  10:27:00,37.9,29.26111063300411 
 05/15  10:28:00,37.9,29.295757772967896 
 05/15  10:29:00,37.9,29.33033637528471 
 05/15  10:30:00,38.0,29.364846375413645 
 05/15  10:31:00,38.0,29.399287770526346 
 05/15  10:32:00,38.0,29.433660094556675 
 05/15  10:33:00,38.0,29.46796246694645 
 05/15  10:34:00,38.0,29.502193836169354 
 05/15  10:35:00,38.0,29.536353207223087 
 05/15  10:36:00,38.0,29.57043975932658 
 05/15  10:37:00,38.0,29.604452845852084 
 05/15  10:38:00,38.0,29.638391917301593 
 05/15  10:39:00,38.0,29.672256418187686 
 05/15  10:40:00,38.0,29.706045695062553 
 05/15  10:41:00,38.0,29.73975893350648 
 05/15  10:42:00,38.1,29.773395126950884 
 05/15  10:43:00,38.1,29.806942976928493 
 05/15  10:44:00,38.1,29.840408204460726 
 05/15  10:45:00,38.1,29.873794522132098 
 05/15  10:46:00,38.1,29.907091696286525 
 05/15  10:47:00,38.1,29.940305119715937 
 05/15  10:48:00,38.1,29.97343828299176 
 05/15  10:49:00,38.1,30.006481208489994 
 05/15  10:50:00,38.1,30.039439692814074 
 05/15  10:51:00,38.1,30.072307460588483 
 05/15  10:52:00,38.1,30.105091780352122 
 05/15  10:53:00,38.1,30.137786269873743 
 05/15  10:54:00,38.1,30.170397512018464 
 05/15  10:55:00,38.1,30.202918450111554 
 05/15  10:56:00,38.1,30.235344959369996 
 05/15  10:57:00,38.1,30.267686645033635 
 05/15  10:58:00,38.1,30.299937200114528 
 05/15  10:59:00,38.1,30.33209191863554 
 05/15  11:00:00,38.1,30.364149405881374 
 05/15  11:01:00,38.1,30.3961096582847 
 05/15  11:02:00,38.1,30.42797270403453 
 05/15  11:03:00,38.1,30.459738193731294 
 05/15  11:04:00,38.1,30.491405444991063 
 05/15  11:05:00,38.0,30.522973579257936 
 05/15  11:06:00,38.0,30.554441623202205 
 05/15  11:07:00,38.0,30.585808550099166 
 05/15  11:08:00,38.0,30.617073240103917 
 05/15  11:09:00,38.0,30.648234369194174 
 05/15  11:10:00,38.0,30.67929029948279 
 05/15  11:11:00,37.9,30.71023904594959 
 05/15  11:12:00,37.9,30.74106821791608 
 05/15  11:13:00,37.9,30.771782331598274 
 05/15  11:14:00,37.9,30.802384001025917 
 05/15  11:15:00,37.9,30.83286177277114 
 05/15  11:16:00,37.9,30.86321928787187 
 05/15  11:17:00,37.8,30.89344784026768 
 05/15  11:18:00,37.8,30.92355212768379 
 05/15  11:19:00,37.8,30.953523435516214 
 05/15  11:20:00,37.8,30.98335603757896 
 05/15  11:21:00,37.8,31.013058103313025 
 05/15  11:22:00,37.7,31.0426221141233 
 05/15  11:23:00,37.7,31.072042149569874 
 05/15  11:24:00,37.7,31.10131567267385 
 05/15  11:25:00,37.7,31.130441672806462 
 05/15  11:26:00,37.7,31.15941927737202 
 05/15  11:27:00,37.7,31.188247279212856 
 05/15  11:28:00,37.6,31.216924161616276 
 05/15  11:29:00,37.6,31.245448284412042 
 05/15  11:30:00,37.6,31.273818065936904 
 05/15  11:31:00,37.6,31.302021914501506 
 05/15  11:32:00,37.6,31.330065352788296 
 05/15  11:33:00,37.5,31.357952291196703 
 05/15  11:34:00,37.5,31.385672771744307 
 05/15  11:35:00,37.5,31.413231966892063 
 05/15  11:36:00,37.5,31.440623036328443 
 05/15  11:37:00,37.5,31.46784233536653 
 05/15  11:38:00,37.5,31.49489994049016 
 05/15  11:39:00,37.4,31.521790253160205 
 05/15  11:40:00,37.4,31.54850911717154 
 05/15  11:41:00,37.4,31.5750557417618 
 05/15  11:42:00,37.4,31.601430940012435 
 05/15  11:43:00,37.4,31.627635746480916 
 05/15  11:44:00,37.3,31.65367090341536 
 05/15  11:45:00,37.3,31.679536835185313 
 05/15  11:46:00,37.3,31.705223610037507 
 05/15  11:47:00,37.3,31.730738061961315 
 05/15  11:48:00,37.3,31.756085407333547 
 05/15  11:49:00,37.2,31.781256932860313 
 05/15  11:50:00,37.2,31.806258768030077 
 05/15  11:51:00,37.2,31.83108503431747 
 05/15  11:52:00,37.2,31.855732923543155 
 05/15  11:53:00,37.2,31.8802031304886 
 05/15  11:54:00,37.1,31.904507747202764 
 05/15  11:55:00,37.1,31.928641982058913 
 05/15  11:56:00,37.1,31.95260199277757 
 05/15  11:57:00,37.1,31.97638722012411 
 05/15  11:58:00,37.1,31.99999869691637 
 05/15  11:59:00,37.0,32.0234376518113 
 05/15  12:00:00,37.0,32.04669485792417 
 05/15  12:01:00,37.0,32.06977752938444 
 05/15  12:02:00,37.0,32.09269132794367 
 05/15  12:03:00,36.9,32.11542807352586 
 05/15  12:04:00,36.9,32.137994301489776 
 05/15  12:05:00,36.9,32.160384571043316 
 05/15  12:06:00,36.8,32.18259632383333 
 05/15  12:07:00,36.8,32.20463036855066 
 05/15  12:08:00,36.8,32.22649885412035 
 05/15  12:09:00,36.8,32.24819708598057 
 05/15  12:10:00,36.7,32.269721011935545 
 05/15  12:11:00,36.7,32.29106955514049 
 05/15  12:12:00,36.7,32.312243071042474 
 05/15  12:13:00,36.6,32.333231867009665 
 05/15  12:14:00,36.6,32.35404263546601 
 05/15  12:15:00,36.6,32.374680465171515 
 05/15  12:16:00,36.6,32.39513647586246 
 05/15  12:17:00,36.5,32.41541640456462 
 05/15  12:18:00,36.5,32.43551398096731 
 05/15  12:19:00,36.5,32.45543602468972 
 05/15  12:20:00,36.5,32.475176341091135 
 05/15  12:21:00,36.4,32.4947312688326 
 05/15  12:22:00,36.4,32.51410064996983 
 05/15  12:23:00,36.4,32.53328581252249 
 05/15  12:24:00,36.3,32.55228824645706 
 05/15  12:25:00,36.3,32.57110917861078 
 05/15  12:26:00,36.3,32.589749556756615 
 05/15  12:27:00,36.3,32.60819981424208 
 05/15  12:28:00,36.2,32.62646683805075 
 05/15  12:29:00,36.2,32.64455607708558 
 05/15  12:30:00,36.2,32.66245916620288 
 05/15  12:31:00,36.2,32.6801721352359 
 05/15  12:32:00,36.1,32.697705984061 
 05/15  12:33:00,36.1,32.71505690915353 
 05/15  12:34:00,36.1,32.73222230820962 
 05/15  12:35:00,36.2,32.7492026003508 
 05/15  12:36:00,36.2,32.765999633856694 
 05/15  12:37:00,36.2,32.78261546123103 
 05/15  12:38:00,36.3,32.799052011183484 
 05/15  12:39:00,36.3,32.81531128647835 
 05/15  12:40:00,36.3,32.831385244848306 
 05/15  12:41:00,36.3,32.84728341077655 
 05/15  12:42:00,36.4,32.863004345509815 
 05/15  12:43:00,36.4,32.87856097456844 
 05/15  12:44:00,36.4,32.89395351349205 
 05/15  12:45:00,36.4,32.90918534965902 
 05/15  12:46:00,36.5,32.92427428177374 
 05/15  12:47:00,36.5,32.93922315017111 
 05/15  12:48:00,36.5,32.95403636583256 
 05/15  12:49:00,36.6,32.968721493606516 
 05/15  12:50:00,36.6,32.983287558098475 
 05/15  12:51:00,36.6,32.99774375470807 
 05/15  12:52:00,36.6,33.012098986131534 
 05/15  12:53:00,36.7,33.02636182658282 
 05/15  12:54:00,36.7,33.040540565089636 
 05/15  12:55:00,36.7,33.05463222550811 
 05/15  12:56:00,36.7,33.068651399687305 
 05/15  12:57:00,36.8,33.08261036613227 
 05/15  12:58:00,36.8,33.096506568913874 
 05/15  12:59:00,36.8,33.110353280025144 
 05/15  13:00:00,36.8,33.124161046379136 
 05/15  13:01:00,36.9,33.13792570264435 
 05/15  13:02:00,36.9,33.15165905158355 
 05/15  13:03:00,36.9,33.165359360506756 
 05/15  13:04:00,36.9,33.17903913884231 
 05/15  13:05:00,36.9,33.192696144776264 
 05/15  13:06:00,37.0,33.206342050764185 
 05/15  13:07:00,37.0,33.21997378400464 
 05/15  13:08:00,37.0,33.23360220632332 
 05/15  13:09:00,37.0,33.24722341246665 
 05/15  13:10:00,37.0,33.26084747631375 
 05/15  13:11:00,37.1,33.274469823815494 
 05/15  13:12:00,37.1,33.28809996526627 
 05/15  13:13:00,37.1,33.301732778014625 
 05/15  13:14:00,37.1,33.3153772132955 
 05/15  13:15:00,37.1,33.32902763812465 
 05/15  13:16:00,37.2,33.3426926277459 
 05/15  13:17:00,37.2,33.3563662616319 
 05/15  13:18:00,37.2,33.37005684226608 
 05/15  13:19:00,37.2,33.38375812584234 
 05/15  13:20:00,37.2,33.39747813791046 
 05/15  13:21:00,37.3,33.41121044089128 
 05/15  13:22:00,37.3,33.4249629610773 
 05/15  13:23:00,37.3,33.43874015572503 
 05/15  13:24:00,37.3,33.452531808333056 
 05/15  13:25:00,37.3,33.466344138347026 
 05/15  13:26:00,37.4,33.48017027207877 
 05/15  13:27:00,37.4,33.49401811883371 
 05/15  13:28:00,37.4,33.50789213594095 
 05/15  13:29:00,37.4,33.52178203559153 
 05/15  13:30:00,37.4,33.535693961780204 
 05/15  13:31:00,37.4,33.54962091598525 
 05/15  13:32:00,37.5,33.563570734714254 
 05/15  13:33:00,37.5,33.577547779448 
 05/15  13:34:00,37.5,33.591541542375275 
 05/15  13:35:00,37.5,33.60555789817447 
 05/15  13:36:00,37.5,33.61960048117488 
 05/15  13:37:00,37.5,33.633658618049836 
 05/15  13:38:00,37.6,33.64773826036901 
 05/15  13:39:00,37.6,33.66184314197234 
 05/15  13:40:00,37.6,33.675973613675836 
 05/15  13:41:00,37.6,33.69011741892824 
 05/15  13:42:00,37.6,33.704280075535266 
 05/15  13:43:00,37.6,33.71846533826306 
 05/15  13:44:00,37.7,33.73267374791023 
 05/15  13:45:00,37.7,33.74689328352949 
 05/15  13:46:00,37.7,33.76112967717234 
 05/15  13:47:00,37.7,33.77538675540443 
 05/15  13:48:00,37.7,33.789665020397265 
 05/15  13:49:00,37.7,33.80396346611285 
 05/15  13:50:00,37.7,33.81826984137296 
 05/15  13:51:00,37.8,33.83259019155281 
 05/15  13:52:00,37.8,33.84692869854212 
 05/15  13:53:00,37.8,33.861286027941965 
 05/15  13:54:00,37.8,33.8756610739166 
 05/15  13:55:00,37.8,33.89005235203145 
 05/15  13:56:00,37.8,33.90444750762053 
 05/15  13:57:00,37.8,33.91885259626063 
 05/15  13:58:00,37.9,33.93327185271323 
 05/15  13:59:00,37.9,33.94770605899452 
 05/15  14:00:00,37.9,33.96215424847271 
 05/15  14:01:00,37.9,33.97661502120642 
 05/15  14:02:00,37.9,33.99108709380661 
 05/15  14:03:00,37.9,34.00556944464387 
 05/15  14:04:00,37.9,34.020061299243814 
 05/15  14:05:00,37.9,34.034550969693505 
 05/15  14:06:00,37.9,34.049044959316724 
 05/15  14:07:00,37.9,34.063547680598795 
 05/15  14:08:00,37.9,34.07805986958818 
 05/15  14:09:00,37.9,34.09258034268763 
 05/15  14:10:00,37.9,34.107107309984066 
 05/15  14:11:00,37.9,34.121638853295 
 05/15  14:12:00,37.9,34.13617299185364 
 05/15  14:13:00,37.9,34.15070765354286 
 05/15  14:14:00,37.9,34.165240664743294 
 05/15  14:15:00,37.9,34.179769768434745 
 05/15  14:16:00,37.9,34.19429265497256 
 05/15  14:17:00,37.9,34.208806993650064 
 05/15  14:18:00,37.9,34.22331046026008 
 05/15  14:19:00,37.9,34.237789686151196 
 05/15  14:20:00,37.9,34.25224947913108 
 05/15  14:21:00,37.9,34.266692692261834 
 05/15  14:22:00,37.9,34.28111873297105 
 05/15  14:23:00,37.9,34.295525385601714 
 05/15  14:24:00,37.9,34.30991015626446 
 05/15  14:25:00,37.9,34.32427075251059 
 05/15  14:26:00,37.9,34.338605129167505 
 05/15  14:27:00,37.9,34.35290037892381 
 05/15  14:28:00,37.9,34.36716180645108 
 05/15  14:29:00,37.9,34.38139283560769 
 05/15  14:30:00,37.9,34.39559348418854 
 05/15  14:31:00,37.9,34.40976216700413 
 05/15  14:32:00,37.9,34.423886004282984 
 05/15  14:33:00,37.9,34.43797034794686 
 05/15  14:34:00,37.9,34.45201881397358 
 05/15  14:35:00,37.9,34.46602064265864 
 05/15  14:36:00,37.9,34.47998154811353 
 05/15  14:37:00,37.9,34.49390500443217 
 05/15  14:38:00,37.9,34.50778014140681 
 05/15  14:39:00,37.9,34.52161263429223 
 05/15  14:40:00,37.9,34.53540599937659 
 05/15  14:41:00,37.9,34.54914948717401 
 05/15  14:42:00,37.9,34.5628488242658 
 05/15  14:43:00,37.9,34.576496595627866 
 05/15  14:44:00,37.9,34.59010008065537 
 05/15  14:45:00,37.9,34.60365216800829 
 05/15  14:46:00,37.9,34.617160000473895 
 05/15  14:47:00,37.9,34.630616334110236 
 05/15  14:48:00,37.9,34.64402821232548 
 05/15  14:49:00,37.8,34.65738838706685 
 05/15  14:50:00,37.8,34.67069285605732 
 05/15  14:51:00,37.8,34.683952241077456 
 05/15  14:52:00,37.8,34.69716063679507 
 05/15  14:53:00,37.8,34.71031385083584 
 05/15  14:54:00,37.8,34.72342157918188 
 05/15  14:55:00,37.8,34.7364767561834 
 05/15  14:56:00,37.8,34.7494739948277 
 05/15  14:57:00,37.8,34.762410942939944 
 05/15  14:58:00,37.8,34.77529769788127 
 05/15  14:59:00,37.8,34.78812690641477 
 05/15  15:00:00,37.8,34.800892963053755 
 05/15  15:01:00,37.8,34.813593703370096 
 05/15  15:02:00,37.8,34.82622878033582 
 05/15  15:03:00,37.7,34.83879840759487 
 05/15  15:04:00,37.7,34.85130289151895 
 05/15  15:05:00,37.7,34.86374254994058 
 05/15  15:06:00,37.7,34.87611767442462 
 05/15  15:07:00,37.7,34.88842841986706 
 05/15  15:08:00,37.7,34.90067467623034 
 05/15  15:09:00,37.7,34.91285600928831 
 05/15  15:10:00,37.6,34.924971700468696 
 05/15  15:11:00,37.6,34.93702085717794 
 05/15  15:12:00,37.6,34.948990154990724 
 05/15  15:13:00,37.6,34.960887312699946 
 05/15  15:14:00,37.6,34.97271635712903 
 05/15  15:15:00,37.6,34.98447741670554 
 05/15  15:16:00,37.6,34.996156608601325 
 05/15  15:17:00,37.5,35.00776056993998 
 05/15  15:18:00,37.5,35.019292546701195 
 05/15  15:19:00,37.5,35.0307401074408 
 05/15  15:20:00,37.5,35.0421101714904 
 05/15  15:21:00,37.5,35.05339384980095 
 05/15  15:22:00,37.5,35.064599314328596 
 05/15  15:23:00,37.4,35.07571769986449 
 05/15  15:24:00,37.4,35.086744570098446 
 05/15  15:25:00,37.4,35.09769136152071 
 05/15  15:26:00,37.4,35.10855035678765 
 05/15  15:27:00,37.4,35.11931712026289 
 05/15  15:28:00,37.3,35.129990529041834 
 05/15  15:29:00,37.3,35.140582860255016 
 05/15  15:30:00,37.3,35.15108621453925 
 05/15  15:31:00,37.3,35.16149560807409 
 05/15  15:32:00,37.3,35.17180943920447 
 05/15  15:33:00,37.3,35.18202748417236 
 05/15  15:34:00,37.2,35.19214966394024 
 05/15  15:35:00,37.2,35.20217573062759 
 05/15  15:36:00,37.2,35.21210536123281 
 05/15  15:37:00,37.2,35.22193827435549 
 05/15  15:38:00,37.2,35.23165867989457 
 05/15  15:39:00,37.1,35.241279256566045 
 05/15  15:40:00,37.1,35.250804817671685 
 05/15  15:41:00,37.1,35.260220258990984 
 05/15  15:42:00,37.1,35.269537257500936 
 05/15  15:43:00,37.1,35.27875995263955 
 05/15  15:44:00,37.0,35.28787310109743 
 05/15  15:45:00,37.0,35.29687260127302 
 05/15  15:46:00,37.0,35.305774682682106 
 05/15  15:47:00,37.0,35.3145692335288 
 05/15  15:48:00,36.9,35.32325271312613 
 05/15  15:49:00,36.9,35.331840370095854 
 05/15  15:50:00,36.9,35.34032160978303 
 05/15  15:51:00,36.9,35.34869238781538 
 05/15  15:52:00,36.9,35.35695256024613 
 05/15  15:53:00,36.8,35.365102972663756 
 05/15  15:54:00,36.8,35.373144287293215 
 05/15  15:55:00,36.8,35.38107686531728 
 05/15  15:56:00,36.8,35.38890092992983 
 05/15  15:57:00,36.7,35.39661666403787 
 05/15  15:58:00,36.7,35.40422422464179 
 05/15  15:59:00,36.7,35.411700845486656 
 05/15  16:00:00,36.7,35.4190694858409 
 05/15  16:01:00,36.6,35.42633555598586 
 05/15  16:02:00,36.6,35.43347564656917 
 05/15  16:03:00,36.6,35.44050981569842 
 05/15  16:04:00,36.6,35.447420454942495 
 05/15  16:05:00,36.5,35.45422734788673 
 05/15  16:06:00,36.5,35.460912416463295 
 05/15  16:07:00,36.5,35.467472813040274 
 05/15  16:08:00,36.5,35.47393220159404 
 05/15  16:09:00,36.4,35.480273040244846 
 05/15  16:10:00,36.4,35.48649132623449 
 05/15  16:11:00,36.4,35.49258860428564 
 05/15  16:12:00,36.4,35.498566982611734 
 05/15  16:13:00,36.3,35.504427843643 
 05/15  16:14:00,36.3,35.510171973441714 
 05/15  16:15:00,36.3,35.51579990059735 
 05/15  16:16:00,36.3,35.521312090390815 
 05/15  16:17:00,36.2,35.526670675024626 
 05/15  16:18:00,36.2,35.53191957260006 
 05/15  16:19:00,36.2,35.537065862393085 
 05/15  16:20:00,36.2,35.54206915171762 
 05/15  16:21:00,36.1,35.54696613740697 
 05/15  16:22:00,36.1,35.55172722474884 
 05/15  16:23:00,36.1,35.55635123134831 
 05/15  16:24:00,36.0,35.56088066241363 
 05/15  16:25:00,36.0,35.5652843636801 
 05/15  16:26:00,36.0,35.56955698756807 
 05/15  16:27:00,36.0,35.573703566906836 
 05/15  16:28:00,35.9,35.57772890227804 
 05/15  16:29:00,35.9,35.581635499611444 
 05/15  16:30:00,35.9,35.585424430932164 
 05/15  16:31:00,35.8,35.589096274551395 
 05/15  16:32:00,35.8,35.59265153606388 
 05/15  16:33:00,35.8,35.59609073401199 
 05/15  16:34:00,35.8,35.599414365146345 
 05/15  16:35:00,35.7,35.60256179515841 
 05/15  16:36:00,35.7,35.60560471361122 
 05/15  16:37:00,35.7,35.60849896003188 
 05/15  16:38:00,35.7,35.61130085161258 
 05/15  16:39:00,35.6,35.61396228103768 
 05/15  16:40:00,35.6,35.61653051778613 
 05/15  16:41:00,35.6,35.61896185197276 
 05/15  16:42:00,35.5,35.62124820436597 
 05/15  16:43:00,35.5,35.62340121173459 
 05/15  16:44:00,35.5,35.625432435760885 
 05/15  16:45:00,35.4,35.62734811844358 
 05/15  16:46:00,35.4,35.62915076103676 
 05/15  16:47:00,35.4,35.630841362749194 
 05/15  16:48:00,35.4,35.63242057102608 
 05/15  16:49:00,35.3,35.633888988266314 
 05/15  16:50:00,35.3,35.63524717438576 
 05/15  16:51:00,35.3,35.636495642184265 
 05/15  16:52:00,35.2,35.637634893681906 
 05/15  16:53:00,35.2,35.638665454092106 
 05/15  16:54:00,35.2,35.63958788369543 
 05/15  16:55:00,35.2,35.64040276461589 
 05/15  16:56:00,35.1,35.64111066914687 
 05/15  16:57:00,35.1,35.64171214176097 
 05/15  16:58:00,35.1,35.64220772083598 
 05/15  16:59:00,35.0,35.64259797695136 
 05/15  17:00:00,35.0,35.64288353068377 
 05/15  17:01:00,35.0,35.64306504611713 
 05/15  17:02:00,34.9,35.6431432044693 
 05/15  17:03:00,34.9,35.643118664382946 
 05/15  17:04:00,34.9,35.64299202957799 
 05/15  17:05:00,34.9,35.64276382846678 
 05/15  17:06:00,34.8,35.642434500474096 
 05/15  17:07:00,34.8,35.64200440598435 
 05/15  17:08:00,34.8,35.64147387532396 
 05/15  17:09:00,34.7,35.64084326863667 
 05/15  17:10:00,34.7,35.64011300845212 
 05/15  17:11:00,34.7,35.63928358194601 
 05/15  17:12:00,34.7,35.63835551870264 
 05/15  17:13:00,34.6,35.6373293526137 
 05/15  17:14:00,34.6,35.636205599463764 
 05/15  17:15:00,34.6,35.63498477540861 
 05/15  17:16:00,34.5,35.63361879855519 
 05/15  17:17:00,34.5,35.63216616701 
 05/15  17:18:00,34.5,35.63059225295689 
 05/15  17:19:00,34.5,35.628949734522024 
 05/15  17:20:00,34.4,35.627189275145305 
 05/15  17:21:00,34.4,35.62531320834703 
 05/15  17:22:00,34.4,35.6233356393269 
 05/15  17:23:00,34.3,35.62126504487213 
 05/15  17:24:00,34.3,35.6191040935925 
 05/15  17:25:00,34.3,35.61685293831042 
 05/15  17:26:00,34.3,35.61451124031241 
 05/15  17:27:00,34.2,35.612078781240534 
 05/15  17:28:00,34.2,35.60955547862484 
 05/15  17:29:00,34.2,35.606941325656585 
 05/15  17:30:00,34.1,35.60423637680145 
 05/15  17:31:00,34.1,35.60144074375597 
 05/15  17:32:00,34.1,35.5985545831411 
 05/15  17:33:00,34.0,35.59557806796722 
 05/15  17:34:00,34.0,35.592511345446 
 05/15  17:35:00,34.0,35.589354506454264 
 05/15  17:36:00,34.0,35.58610756822259 
 05/15  17:37:00,33.9,35.5827704624187 
 05/15  17:38:00,33.9,35.579343052361814 
 05/15  17:39:00,33.9,35.575825195510674 
 05/15  17:40:00,33.8,35.572216810058904 
 05/15  17:41:00,33.8,35.56851790221416 
 05/15  17:42:00,33.8,35.564728560229355 
 05/15  17:43:00,33.7,35.56084892410761 
 05/15  17:44:00,33.7,35.5568791399619 
 05/15  17:45:00,33.7,35.55281932571793 
 05/15  17:46:00,33.6,35.54866954982315 
 05/15  17:47:00,33.6,35.5444298143068 
 05/15  17:48:00,33.6,35.5401000535365 
 05/15  17:49:00,33.5,35.535680141486694 
 05/15  17:50:00,33.5,35.531169895621794 
 05/15  17:51:00,33.5,35.526569088789124 
 05/15  17:52:00,33.5,35.52187746337574 
 05/15  17:53:00,33.4,35.517094738460486 
 05/15  17:54:00,33.4,35.512220635468545 
 05/15  17:55:00,33.4,35.507254941291485 
 05/15  17:56:00,33.3,35.50219757042232 
 05/15  17:57:00,33.3,35.49704858485436 
 05/15  17:58:00,33.3,35.49180817937589 
 05/15  17:59:00,33.2,35.4864766422351 
 05/15  18:00:00,33.2,35.481054300817426 
 05/15  18:01:00,33.2,35.475541479398245 
 05/15  18:02:00,33.2,35.46993847082275 
 05/15  18:03:00,33.1,35.46424551442355 
 05/15  18:04:00,33.1,35.45846280408164 
 05/15  18:05:00,33.1,35.4525905427003 
 05/15  18:06:00,33.1,35.44662900198191 
 05/15  18:07:00,33.1,35.440578544964566 
 05/15  18:08:00,33.0,35.43443963077785 
 05/15  18:09:00,33.0,35.42821284651951 
 05/15  18:10:00,33.0,35.42189896949815 
 05/15  18:11:00,33.0,35.4154990025357 
 05/15  18:12:00,33.0,35.40901414186491 
 05/15  18:13:00,33.0,35.402388856689555 
 05/15  18:14:00,32.9,35.395611379662405 
 05/15  18:15:00,32.9,35.38872667479892 
 05/15  18:16:00,32.9,35.38175269818698 
 05/15  18:17:00,32.9,35.37466879906236 
 05/15  18:18:00,32.9,35.36750081482403 
 05/15  18:19:00,32.8,35.36023085765824 
 05/15  18:20:00,32.8,35.35288486571023 
 05/15  18:21:00,32.8,35.34544369075975 
 05/15  18:22:00,32.8,35.33790772614856 
 05/15  18:23:00,32.8,35.330308146779565 
 05/15  18:24:00,32.7,35.322624326955236 
 05/15  18:25:00,32.7,35.31485474015878 
 05/15  18:26:00,32.7,35.30700405215367 
 05/15  18:27:00,32.7,35.29907696402444 
 05/15  18:28:00,32.7,35.291102766414106 
 05/15  18:29:00,32.6,35.28305708205635 
 05/15  18:30:00,32.6,35.27493647423668 
 05/15  18:31:00,32.6,35.26674462790773 
 05/15  18:32:00,32.6,35.258485543986694 
 05/15  18:33:00,32.6,35.250162028950406 
 05/15  18:34:00,32.5,35.24177598748777 
 05/15  18:35:00,32.5,35.23332889849712 
 05/15  18:36:00,32.5,35.22480663982235 
 05/15  18:37:00,32.5,35.21622305883468 
 05/15  18:38:00,32.5,35.20758445444906 
 05/15  18:39:00,32.4,35.198892553788454 
 05/15  18:40:00,32.4,35.1901477011408 
 05/15  18:41:00,32.4,35.18133458660246 
 05/15  18:42:00,32.4,35.17246657328052 
 05/15  18:43:00,32.4,35.16354945264948 
 05/15  18:44:00,32.3,35.15456875259385 
 05/15  18:45:00,32.3,35.14553731290166 
 05/15  18:46:00,32.3,35.13646019291584 
 05/15  18:47:00,32.3,35.12732234288125 
 05/15  18:48:00,32.2,35.11813652320531 
 05/15  18:49:00,32.2,35.108891738256204 
 05/15  18:50:00,32.2,35.09960166615108 
 05/15  18:51:00,32.2,35.09025484989355 
 05/15  18:52:00,32.2,35.08086445334634 
 05/15  18:53:00,32.1,35.07141844561449 
 05/15  18:54:00,32.1,35.06191375226073 
 05/15  18:55:00,32.1,35.05236745112914 
 05/15  18:56:00,32.1,35.04276807460734 
 05/15  18:57:00,32.1,35.03311220959509 
 05/15  18:58:00,32.0,35.0234166493579 
 05/15  18:59:00,32.0,35.01366954306631 
 05/15  19:00:00,32.0,35.00386734569844 
 05/15  19:01:00,32.0,34.99402700352112 
 05/15  19:02:00,32.0,34.98413660840305 
 05/15  19:03:00,31.9,34.97419262026196 
 05/15  19:04:00,31.9,34.964195791124595 
 05/15  19:05:00,31.9,34.954147887800396 
 05/15  19:06:00,31.9,34.94405048683075 
 05/15  19:07:00,31.9,34.93390480514541 
