Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CUBO:Zone Mean Air Temperature [C](TimeStep) 
 05/15  19:08:00,31.9,34.92371179576379 
 05/15  19:09:00,31.8,34.91347226212745 
 05/15  19:10:00,31.8,34.903186969548265 
 05/15  19:11:00,31.8,34.89285674532412 
 05/15  19:12:00,31.8,34.88248251494773 
 05/15  19:13:00,31.8,34.87206525142483 
 05/15  19:14:00,31.8,34.86160589485313 
 05/15  19:15:00,31.8,34.85110531710129 
 05/15  19:16:00,31.7,34.840564359086244 
 05/15  19:17:00,31.7,34.82998391770209 
 05/15  19:18:00,31.7,34.81936502793609 
 05/15  19:19:00,31.7,34.808708869425054 
 05/15  19:20:00,31.7,34.79801667916394 
 05/15  19:21:00,31.7,34.78727734811022 
 05/15  19:22:00,31.6,34.77650029323367 
 05/15  19:23:00,31.6,34.76569147101152 
 05/15  19:24:00,31.6,34.754853147519185 
 05/15  19:25:00,31.6,34.74397373611578 
 05/15  19:26:00,31.6,34.73306200354553 
 05/15  19:27:00,31.6,34.722123339291656 
 05/15  19:28:00,31.5,34.71115947143159 
 05/15  19:29:00,31.5,34.70015821179757 
 05/15  19:30:00,31.5,34.68912788834466 
 05/15  19:31:00,31.5,34.67807358603809 
 05/15  19:32:00,31.5,34.66698449962405 
 05/15  19:33:00,31.4,34.65586905499172 
 05/15  19:34:00,31.4,34.64473190615749 
 05/15  19:35:00,31.4,34.633561721077655 
 05/15  19:36:00,31.4,34.62236657230407 
 05/15  19:37:00,31.4,34.611138468554515 
 05/15  19:38:00,31.4,34.59988661419996 
 05/15  19:39:00,31.3,34.588615248805645 
 05/15  19:40:00,31.3,34.57731230392964 
 05/15  19:41:00,31.3,34.56598535415426 
 05/15  19:42:00,31.3,34.55462608755944 
 05/15  19:43:00,31.3,34.543243731812225 
 05/15  19:44:00,31.3,34.53183021330799 
 05/15  19:45:00,31.2,34.52039451974916 
 05/15  19:46:00,31.2,34.508928323340285 
 05/15  19:47:00,31.2,34.4974405753844 
 05/15  19:48:00,31.2,34.48592303064345 
 05/15  19:49:00,31.2,34.47438475745689 
 05/15  19:50:00,31.1,34.46281746307545 
 05/15  19:51:00,31.1,34.45121769826347 
 05/15  19:52:00,31.1,34.43959805758635 
 05/15  19:53:00,31.1,34.42795134030835 
 05/15  19:54:00,31.1,34.41628634918647 
 05/15  19:55:00,31.1,34.40459412162534 
 05/15  19:56:00,31.0,34.392870600943056 
 05/15  19:57:00,31.0,34.381127951308606 
 05/15  19:58:00,31.0,34.36935860511831 
 05/15  19:59:00,31.0,34.35755883750357 
 05/15  20:00:00,31.0,34.34574087120851 
 05/15  20:01:00,30.9,34.33389708205771 
 05/15  20:02:00,30.9,34.32202363196252 
 05/15  20:03:00,30.9,34.310132637502164 
 05/15  20:04:00,30.9,34.29821633266075 
 05/15  20:05:00,30.9,34.2862707723462 
 05/15  20:06:00,30.8,34.27429547997978 
 05/15  20:07:00,30.8,34.26230370054193 
 05/15  20:08:00,30.8,34.25028750231098 
 05/15  20:09:00,30.8,34.238242503990854 
 05/15  20:10:00,30.8,34.22616789255924 
 05/15  20:11:00,30.7,34.214064238418594 
 05/15  20:12:00,30.7,34.201944703312904 
 05/15  20:13:00,30.7,34.189800928291746 
 05/15  20:14:00,30.7,34.17762820208302 
 05/15  20:15:00,30.7,34.165425504911184 
 05/15  20:16:00,30.6,34.15319328023259 
 05/15  20:17:00,30.6,34.140932131158394 
 05/15  20:18:00,30.6,34.128642482060165 
 05/15  20:19:00,30.6,34.11632461717387 
 05/15  20:20:00,30.6,34.103978733619265 
 05/15  20:21:00,30.5,34.09160494803247 
 05/15  20:22:00,30.5,34.07920331490356 
 05/15  20:23:00,30.5,34.066773879049755 
 05/15  20:24:00,30.5,34.054316709624956 
 05/15  20:25:00,30.5,34.04183187660769 
 05/15  20:26:00,30.4,34.029319408461795 
 05/15  20:27:00,30.4,34.01677929155941 
 05/15  20:28:00,30.4,34.00421151756855 
 05/15  20:29:00,30.4,33.99161611587072 
 05/15  20:30:00,30.4,33.97899312848718 
 05/15  20:31:00,30.3,33.9663425658576 
 05/15  20:32:00,30.3,33.953664404397 
 05/15  20:33:00,30.3,33.94095863225922 
 05/15  20:34:00,30.3,33.92822528042552 
 05/15  20:35:00,30.3,33.915464396563216 
 05/15  20:36:00,30.2,33.90267599993639 
 05/15  20:37:00,30.2,33.8898600782418 
 05/15  20:38:00,30.2,33.87700563184624 
 05/15  20:39:00,30.2,33.86411947761469 
 05/15  20:40:00,30.2,33.851206665718394 
 05/15  20:41:00,30.1,33.838268811281004 
 05/15  20:42:00,30.1,33.82530581093148 
 05/15  20:43:00,30.1,33.812306192690876 
 05/15  20:44:00,30.1,33.79927639987448 
 05/15  20:45:00,30.0,33.78622124110213 
 05/15  20:46:00,30.0,33.773142174573266 
 05/15  20:47:00,30.0,33.76002795368551 
 05/15  20:48:00,30.0,33.74688471101294 
 05/15  20:49:00,30.0,33.733716793929645 
 05/15  20:50:00,29.9,33.72052518796287 
 05/15  20:51:00,29.9,33.70729816394154 
 05/15  20:52:00,29.9,33.69404154235296 
 05/15  20:53:00,29.9,33.68075951679636 
 05/15  20:54:00,29.9,33.66744202275963 
 05/15  20:55:00,29.8,33.65409531503731 
 05/15  20:56:00,29.8,33.64071250816921 
 05/15  20:57:00,29.8,33.627301305028695 
 05/15  20:58:00,29.8,33.61386615527509 
 05/15  20:59:00,29.7,33.60039681481158 
 05/15  21:00:00,29.7,33.58689942845996 
 05/15  21:01:00,29.7,33.573367037801084 
 05/15  21:02:00,29.7,33.55980731408552 
 05/15  21:03:00,29.7,33.54621348968287 
 05/15  21:04:00,29.6,33.532592911357774 
 05/15  21:05:00,29.6,33.51893844469081 
 05/15  21:06:00,29.6,33.50525726235119 
 05/15  21:07:00,29.6,33.491542221064826 
 05/15  21:08:00,29.5,33.47780058366121 
 05/15  21:09:00,29.5,33.4640252271456 
 05/15  21:10:00,29.5,33.45022341924789 
 05/15  21:11:00,29.5,33.436387977237715 
 05/15  21:12:00,29.5,33.42251505692775 
 05/15  21:13:00,29.4,33.4086153247782 
 05/15  21:14:00,29.4,33.39468284274466 
 05/15  21:15:00,29.4,33.3807137844888 
 05/15  21:16:00,29.4,33.3667186018237 
 05/15  21:17:00,29.3,33.35269126134168 
 05/15  21:18:00,29.3,33.33862793815187 
 05/15  21:19:00,29.3,33.324539101178466 
 05/15  21:20:00,29.3,33.31041864447934 
 05/15  21:21:00,29.3,33.29626262360686 
 05/15  21:22:00,29.2,33.282070313780615 
 05/15  21:23:00,29.2,33.26785343953071 
 05/15  21:24:00,29.2,33.25360592740011 
 05/15  21:25:00,29.2,33.23932359215059 
 05/15  21:26:00,29.1,33.22500559904473 
 05/15  21:27:00,29.1,33.21065269107465 
 05/15  21:28:00,29.1,33.196276936245084 
 05/15  21:29:00,29.1,33.181872134103344 
 05/15  21:30:00,29.1,33.16743385701103 
 05/15  21:31:00,29.0,33.152960978393764 
 05/15  21:32:00,29.0,33.1384539434646 
 05/15  21:33:00,29.0,33.12391353533476 
 05/15  21:34:00,29.0,33.1093404640634 
 05/15  21:35:00,28.9,33.094735314939925 
 05/15  21:36:00,28.9,33.08009857365084 
 05/15  21:37:00,28.9,33.06543065914781 
 05/15  21:38:00,28.9,33.050731933712704 
 05/15  21:39:00,28.8,33.03600267697643 
 05/15  21:40:00,28.8,33.02124306311874 
 05/15  21:41:00,28.8,33.006453176064774 
 05/15  21:42:00,28.8,32.991633032165566 
 05/15  21:43:00,28.7,32.97678257622707 
 05/15  21:44:00,28.7,32.96190167702204 
 05/15  21:45:00,28.7,32.946990153387176 
 05/15  21:46:00,28.7,32.93204780130585 
 05/15  21:47:00,28.7,32.917074389892015 
 05/15  21:48:00,28.6,32.90206965517935 
 05/15  21:49:00,28.6,32.88703333783987 
 05/15  21:50:00,28.6,32.871965260767645 
 05/15  21:51:00,28.6,32.85685487905571 
 05/15  21:52:00,28.5,32.84170853658313 
 05/15  21:53:00,28.5,32.826531382316816 
 05/15  21:54:00,28.5,32.811325240043494 
 05/15  21:55:00,28.5,32.79609020463227 
 05/15  21:56:00,28.4,32.780815426348006 
 05/15  21:57:00,28.4,32.765506864293236 
 05/15  21:58:00,28.4,32.75016931162457 
 05/15  21:59:00,28.4,32.73480425467802 
 05/15  22:00:00,28.3,32.71940091730262 
 05/15  22:01:00,28.3,32.70396487374246 
 05/15  22:02:00,28.3,32.688500497005414 
 05/15  22:03:00,28.3,32.672998435937075 
 05/15  22:04:00,28.3,32.6574644683493 
 05/15  22:05:00,28.2,32.64190271210045 
 05/15  22:06:00,28.2,32.626303521630376 
 05/15  22:07:00,28.2,32.61067258157698 
 05/15  22:08:00,28.2,32.59501413267993 
 05/15  22:09:00,28.1,32.57931874985805 
 05/15  22:10:00,28.1,32.563592387241094 
 05/15  22:11:00,28.1,32.54782893434104 
 05/15  22:12:00,28.1,32.532035900736666 
 05/15  22:13:00,28.0,32.516207414605304 
 05/15  22:14:00,28.0,32.50035069448027 
 05/15  22:15:00,28.0,32.48445952005805 
 05/15  22:16:00,28.0,32.46854086345672 
 05/15  22:17:00,27.9,32.45258830690428 
 05/15  22:18:00,27.9,32.43660865321386 
 05/15  22:19:00,27.9,32.420595317520245 
 05/15  22:20:00,27.9,32.40455501543328 
 05/15  22:21:00,27.8,32.38848106791997 
 05/15  22:22:00,27.8,32.37236962011984 
 05/15  22:23:00,27.8,32.356230794234676 
 05/15  22:24:00,27.8,32.34005932561839 
 05/15  22:25:00,27.8,32.32386195161493 
 05/15  22:26:00,27.7,32.30763159253615 
 05/15  22:27:00,27.7,32.29136406336764 
 05/15  22:28:00,27.7,32.275069410465214 
 05/15  22:29:00,27.7,32.25874242633726 
 05/15  22:30:00,27.6,32.24237958682209 
 05/15  22:31:00,27.6,32.22598060705299 
 05/15  22:32:00,27.6,32.209557185162545 
 05/15  22:33:00,27.6,32.19310436362726 
 05/15  22:34:00,27.5,32.176618352775535 
 05/15  22:35:00,27.5,32.16009850070842 
 05/15  22:36:00,27.5,32.14355617070198 
 05/15  22:37:00,27.5,32.126986048884405 
 05/15  22:38:00,27.4,32.11038400911043 
 05/15  22:39:00,27.4,32.09374909127195 
 05/15  22:40:00,27.4,32.07708190293629 
 05/15  22:41:00,27.4,32.060383344486205 
 05/15  22:42:00,27.3,32.04365412495266 
 05/15  22:43:00,27.3,32.02690519122776 
 05/15  22:44:00,27.3,32.01013039066451 
 05/15  22:45:00,27.3,31.993324911604326 
 05/15  22:46:00,27.2,31.976487330239056 
 05/15  22:47:00,27.2,31.959617921076884 
 05/15  22:48:00,27.2,31.94271732480194 
 05/15  22:49:00,27.2,31.925786064856535 
 05/15  22:50:00,27.1,31.908824481743764 
 05/15  22:51:00,27.1,31.891832782736998 
 05/15  22:52:00,27.1,31.874811111739405 
 05/15  22:53:00,27.1,31.857759592484236 
 05/15  22:54:00,27.0,31.840678325430513 
 05/15  22:55:00,27.0,31.823567376963407 
 05/15  22:56:00,27.0,31.806426797647575 
 05/15  22:57:00,27.0,31.789256641759614 
 05/15  22:58:00,27.0,31.772056956446082 
 05/15  22:59:00,26.9,31.754827769369648 
 05/15  23:00:00,26.9,31.737569120866272 
 05/15  23:01:00,26.9,31.720281136608143 
 05/15  23:02:00,26.9,31.702964074144102 
 05/15  23:03:00,26.8,31.68560802443401 
 05/15  23:04:00,26.8,31.668219586540683 
 05/15  23:05:00,26.8,31.650804251225143 
 05/15  23:06:00,26.8,31.633364124025917 
 05/15  23:07:00,26.7,31.615899499998406 
 05/15  23:08:00,26.7,31.59841018310253 
 05/15  23:09:00,26.7,31.580885715477994 
 05/15  23:10:00,26.7,31.563332228594607 
 05/15  23:11:00,26.6,31.545754755654425 
 05/15  23:12:00,26.6,31.528154913709823 
 05/15  23:13:00,26.6,31.510522233029167 
 05/15  23:14:00,26.6,31.492862282802452 
 05/15  23:15:00,26.5,31.47517957079658 
 05/15  23:16:00,26.5,31.45747534264731 
 05/15  23:17:00,26.5,31.439738847603596 
 05/15  23:18:00,26.5,31.42197548254916 
 05/15  23:19:00,26.4,31.4041896217854 
 05/15  23:20:00,26.4,31.386372094971126 
 05/15  23:21:00,26.4,31.368528565362418 
 05/15  23:22:00,26.4,31.350663212476864 
 05/15  23:23:00,26.3,31.33276663753804 
 05/15  23:24:00,26.3,31.31484435724768 
 05/15  23:25:00,26.3,31.296890174853772 
 05/15  23:26:00,26.3,31.278911126976933 
 05/15  23:27:00,26.2,31.260911539907625 
 05/15  23:28:00,26.2,31.24288172276982 
 05/15  23:29:00,26.2,31.224826926136707 
 05/15  23:30:00,26.2,31.20674075926151 
 05/15  23:31:00,26.1,31.18863016412712 
 05/15  23:32:00,26.1,31.170489091935732 
 05/15  23:33:00,26.1,31.152324315680705 
 05/15  23:34:00,26.1,31.134129593848503 
 05/15  23:35:00,26.1,31.115911582673313 
 05/15  23:36:00,26.0,31.097663942824877 
 05/15  23:37:00,26.0,31.079393293076006 
 05/15  23:38:00,26.0,31.061093352718096 
 05/15  23:39:00,26.0,31.042770943228803 
 05/15  23:40:00,25.9,31.024419991608458 
 05/15  23:41:00,25.9,31.006037219514685 
 05/15  23:42:00,25.9,30.98763315024893 
 05/15  23:43:00,25.9,30.969203291019387 
 05/15  23:44:00,25.8,30.950754726992884 
 05/15  23:45:00,25.8,30.93228104686836 
 05/15  23:46:00,25.8,30.91377852414257 
 05/15  23:47:00,25.8,30.895257283590578 
 05/15  23:48:00,25.7,30.876712400515917 
 05/15  23:49:00,25.7,30.858140293661613 
 05/15  23:50:00,25.7,30.839550731916397 
 05/15  23:51:00,25.7,30.820938412331163 
 05/15  23:52:00,25.6,30.802299485521136 
 05/15  23:53:00,25.6,30.783643539468336 
 05/15  23:54:00,25.6,30.7649651019332 
 05/15  23:55:00,25.6,30.74626020409343 
 05/15  23:56:00,25.5,30.727528115748026 
 05/15  23:57:00,25.5,30.708779854423096 
 05/15  23:58:00,25.5,30.69001012372489 
 05/15  23:59:00,25.5,30.671214693286117 
 05/15  24:00:00,0.0,30.65239255510618 
